season,date,round,home_team,away_team,home_matches_before,away_matches_before,home_avg_goals_for,home_avg_goals_against,away_avg_goals_for,away_avg_goals_against,home_win_rate,away_win_rate,home_home_win_rate,away_away_win_rate,home_recent_points_5,away_recent_points_5,home_days_since_match,away_days_since_match,result,home_has_previous_match,away_has_previous_match,home_days_since_match_capped,away_days_since_match_capped
2014-15,2014-11-05,Group stage,Sporting CP,Schalke 04,3,31,1.3333333333333333,2.0,1.5806451612903225,1.4193548387096775,0.0,0.45161290322580644,0.0,0.3333333333333333,1,5,15,15,H,1,1,15,15
2014-15,2014-11-25,Group stage,APOEL FC,Barcelona,14,51,0.7142857142857143,1.3571428571428572,2.196078431372549,0.9411764705882353,0.21428571428571427,0.6078431372549019,0.42857142857142855,0.48,1,9,20,20,A,1,1,20,20
2014-15,2014-11-25,Group stage,BATE Borisov,Porto,16,24,0.8125,3.0,1.4166666666666667,0.9583333333333334,0.1875,0.4583333333333333,0.25,0.3333333333333333,3,10,20,20,A,1,1,20,20
2014-15,2014-11-25,Group stage,CSKA Moscow,Roma,18,12,1.3333333333333333,2.1666666666666665,1.5833333333333333,2.3333333333333335,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.16666666666666666,4,4,20,20,D,1,1,20,20
2014-15,2014-11-25,Group stage,Manchester City,Bayern Munich,24,50,1.625,1.5416666666666667,2.22,0.9,0.3333333333333333,0.7,0.3333333333333333,0.64,2,12,20,20,H,1,1,20,20
2014-15,2014-11-25,Group stage,Paris SG,Ajax,24,28,2.125,0.8333333333333334,1.0,1.6785714285714286,0.6666666666666666,0.25,0.75,0.14285714285714285,10,3,20,20,H,1,1,20,20
2014-15,2014-11-25,Group stage,Schalke 04,Chelsea,32,45,1.59375,1.5,1.9111111111111112,0.9111111111111111,0.4375,0.5333333333333333,0.5625,0.34782608695652173,5,8,20,20,A,1,1,20,20
2014-15,2014-11-25,Group stage,Shakhtar D.,Athletic Club,34,4,1.7647058823529411,1.2647058823529411,0.5,1.5,0.4411764705882353,0.0,0.47058823529411764,0.0,8,1,20,20,A,1,1,20,20
2014-15,2014-11-25,Group stage,Sporting CP,NK Maribor,4,4,2.0,2.0,0.75,2.25,0.25,0.0,0.5,0.0,4,3,20,20,H,1,1,20,20
2014-15,2014-11-26,Group stage,Anderlecht,Galatasaray,16,22,0.8125,2.1875,1.1818181818181819,2.0,0.0625,0.3181818181818182,0.125,0.2727272727272727,2,1,22,22,H,1,1,22,22
2014-15,2014-11-26,Group stage,Arsenal,Dortmund,36,33,1.7222222222222223,1.3055555555555556,1.8484848484848484,1.2121212121212122,0.5277777777777778,0.5454545454545454,0.6666666666666666,0.375,8,15,22,22,H,1,1,22,22
2014-15,2014-11-26,Group stage,Atlético Madrid,Olympiacos,17,24,2.1176470588235294,0.7647058823529411,1.4583333333333333,1.375,0.7058823529411765,0.5,0.875,0.25,9,6,22,22,H,1,1,22,22
2014-15,2014-11-26,Group stage,Basel,Real Madrid,24,53,1.2916666666666667,1.6666666666666667,2.6037735849056602,0.8490566037735849,0.4166666666666667,0.7358490566037735,0.5833333333333334,0.5769230769230769,6,15,22,22,A,1,1,22,22
2014-15,2014-11-26,Group stage,Leverkusen,Monaco,20,4,1.35,1.85,0.25,0.25,0.45,0.25,0.7,0.0,9,5,22,22,A,1,1,22,22
2014-15,2014-11-26,Group stage,Ludogorets,Liverpool,4,4,0.75,2.0,0.5,1.5,0.25,0.25,0.5,0.0,3,3,22,22,D,1,1,22,22
2014-15,2014-11-26,Group stage,Malmö,Juventus,4,20,0.5,2.25,1.55,1.05,0.25,0.4,0.5,0.2,3,6,22,22,A,1,1,22,22
2014-15,2014-11-26,Group stage,Zenit,Benfica,26,32,1.0769230769230769,1.3846153846153846,1.09375,1.25,0.3076923076923077,0.375,0.3076923076923077,0.1875,7,7,22,22,H,1,1,22,22
2014-15,2014-12-09,Group stage,Benfica,Leverkusen,33,21,1.0606060606060606,1.2424242424242424,1.2857142857142858,1.8095238095238095,0.36363636363636365,0.42857142857142855,0.5625,0.2,4,9,13,13,D,1,1,13,13
2014-15,2014-12-09,Group stage,Dortmund,Anderlecht,34,17,1.7941176470588236,1.2352941176470589,0.8823529411764706,2.0588235294117645,0.5294117647058824,0.11764705882352941,0.7058823529411765,0.0,12,5,13,13,D,1,1,13,13
2014-15,2014-12-09,Group stage,Galatasaray,Arsenal,23,37,1.1304347826086956,2.0,1.7297297297297298,1.2702702702702702,0.30434782608695654,0.5405405405405406,0.36363636363636365,0.3888888888888889,1,10,13,13,A,1,1,13,13
2014-15,2014-12-09,Group stage,Juventus,Atlético Madrid,21,18,1.5714285714285714,1.0,2.2222222222222223,0.7222222222222222,0.42857142857142855,0.7222222222222222,0.6,0.5555555555555556,9,12,13,13,D,1,1,13,13
2014-15,2014-12-09,Group stage,Liverpool,Basel,5,25,0.8,1.6,1.24,1.64,0.2,0.4,0.5,0.25,4,6,13,13,D,1,1,13,13
2014-15,2014-12-09,Group stage,Monaco,Zenit,5,27,0.4,0.2,1.0740740740740742,1.3333333333333333,0.4,0.3333333333333333,0.5,0.3076923076923077,8,7,13,13,H,1,1,13,13
2014-15,2014-12-09,Group stage,Olympiacos,Malmö,25,5,1.4,1.48,0.4,2.2,0.48,0.2,0.75,0.0,6,3,13,13,H,1,1,13,13
2014-15,2014-12-09,Group stage,Real Madrid,Ludogorets,54,5,2.574074074074074,0.8333333333333334,1.0,2.0,0.7407407407407407,0.2,0.8888888888888888,0.0,15,4,13,13,H,1,1,13,13
2014-15,2014-12-10,Group stage,Ajax,APOEL FC,29,15,1.0,1.7241379310344827,0.6666666666666666,1.5333333333333334,0.2413793103448276,0.2,0.35714285714285715,0.0,2,1,15,15,H,1,1,15,15
2014-15,2014-12-10,Group stage,Athletic Club,BATE Borisov,5,17,0.6,1.2,0.7647058823529411,3.0,0.2,0.17647058823529413,0.0,0.125,4,3,15,15,H,1,1,15,15
2014-15,2014-12-10,Group stage,Barcelona,Paris SG,52,25,2.230769230769231,0.9230769230769231,2.16,0.84,0.6153846153846154,0.68,0.7307692307692307,0.5833333333333334,12,13,15,15,H,1,1,15,15
2014-15,2014-12-10,Group stage,Bayern Munich,CSKA Moscow,51,19,2.215686274509804,0.9411764705882353,1.3157894736842106,2.1052631578947367,0.6862745098039216,0.21052631578947367,0.76,0.2222222222222222,12,5,15,15,H,1,1,15,15
2014-15,2014-12-10,Group stage,Chelsea,Sporting CP,46,5,1.9782608695652173,0.8913043478260869,2.2,1.8,0.5434782608695652,0.4,0.7272727272727273,0.0,11,7,15,15,H,1,1,15,15
2014-15,2014-12-10,Group stage,NK Maribor,Schalke 04,5,33,0.8,2.4,1.5454545454545454,1.606060606060606,0.0,0.42424242424242425,0.0,0.3125,3,5,15,15,A,1,1,15,15
2014-15,2014-12-10,Group stage,Porto,Shakhtar D.,25,35,1.48,0.92,1.7142857142857142,1.2571428571428571,0.48,0.42857142857142855,0.5833333333333334,0.4117647058823529,13,8,15,15,D,1,1,15,15
2014-15,2014-12-10,Group stage,Roma,Manchester City,13,25,1.5384615384615385,2.230769230769231,1.68,1.56,0.3076923076923077,0.36,0.5,0.3333333333333333,5,5,15,15,A,1,1,15,15
2014-15,2015-02-17,Round of 16,Paris SG,Chelsea,26,47,2.1153846153846154,0.9230769230769231,2.0,0.8936170212765957,0.6538461538461539,0.5531914893617021,0.7692307692307693,0.375,12,13,69,69,D,1,1,69,69
2014-15,2015-02-17,Round of 16,Shakhtar D.,Bayern Munich,36,52,1.6944444444444444,1.25,2.230769230769231,0.9230769230769231,0.4166666666666667,0.6923076923076923,0.4444444444444444,0.6153846153846154,8,12,69,69,D,1,1,69,69
2014-15,2015-02-18,Round of 16,Basel,Porto,26,26,1.2307692307692308,1.6153846153846154,1.4615384615384615,0.9230769230769231,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.38461538461538464,7,11,71,70,D,1,1,71,70
2014-15,2015-02-18,Round of 16,Schalke 04,Real Madrid,34,55,1.5294117647058822,1.5588235294117647,2.6,0.8181818181818182,0.4411764705882353,0.7454545454545455,0.5294117647058824,0.5925925925925926,7,15,70,71,A,1,1,70,71
2014-15,2015-02-24,Round of 16,Juventus,Dortmund,22,35,1.5,0.9545454545454546,1.7714285714285714,1.2285714285714286,0.4090909090909091,0.5142857142857142,0.5454545454545454,0.35294117647058826,7,10,77,77,H,1,1,77,77
2014-15,2015-02-24,Round of 16,Manchester City,Barcelona,26,53,1.6923076923076923,1.5,2.2452830188679247,0.9245283018867925,0.38461538461538464,0.6226415094339622,0.38461538461538464,0.5,8,12,76,76,A,1,1,76,76
2014-15,2015-02-25,Round of 16,Arsenal,Monaco,38,6,1.7894736842105263,1.263157894736842,0.6666666666666666,0.16666666666666666,0.5526315789473685,0.5,0.6842105263157895,0.3333333333333333,13,8,78,78,A,1,1,78,78
2014-15,2015-02-25,Round of 16,Leverkusen,Atlético Madrid,22,19,1.2272727272727273,1.7272727272727273,2.1052631578947367,0.6842105263157895,0.4090909090909091,0.6842105263157895,0.6363636363636364,0.5,10,13,78,78,H,1,1,78,78
2014-15,2015-03-10,Round of 16,Porto,Basel,27,27,1.4444444444444444,0.9259259259259259,1.2222222222222223,1.5925925925925926,0.4444444444444444,0.37037037037037035,0.5384615384615384,0.23076923076923078,11,5,20,20,H,1,1,20,20
2014-15,2015-03-10,Round of 16,Real Madrid,Schalke 04,56,35,2.5892857142857144,0.8035714285714286,1.4857142857142858,1.5714285714285714,0.75,0.42857142857142855,0.8928571428571429,0.35294117647058826,15,6,20,20,A,1,1,20,20
2014-15,2015-03-11,Round of 16,Bayern Munich,Shakhtar D.,53,37,2.188679245283019,0.9056603773584906,1.6486486486486487,1.2162162162162162,0.6792452830188679,0.40540540540540543,0.7692307692307693,0.3888888888888889,10,8,22,22,H,1,1,22,22
2014-15,2015-03-11,Round of 16,Chelsea,Paris SG,48,27,1.9791666666666667,0.8958333333333334,2.074074074074074,0.9259259259259259,0.5416666666666666,0.6296296296296297,0.7391304347826086,0.5384615384615384,11,10,22,22,D,1,1,22,22
2014-15,2015-03-17,Round of 16,Atlético Madrid,Leverkusen,20,23,2.0,0.7,1.2173913043478262,1.6521739130434783,0.65,0.43478260869565216,0.8888888888888888,0.18181818181818182,10,10,20,20,H,1,1,20,20
2014-15,2015-03-17,Round of 16,Monaco,Arsenal,7,39,1.0,0.2857142857142857,1.7692307692307692,1.3076923076923077,0.5714285714285714,0.5384615384615384,0.6666666666666666,0.42105263157894735,10,10,20,20,A,1,1,20,20
2014-15,2015-03-18,Round of 16,Barcelona,Manchester City,54,27,2.240740740740741,0.9259259259259259,1.6666666666666667,1.5185185185185186,0.6296296296296297,0.37037037037037035,0.7407407407407407,0.38461538461538464,15,7,22,22,H,1,1,22,22
2014-15,2015-03-18,Round of 16,Dortmund,Juventus,36,23,1.75,1.25,1.5217391304347827,0.9565217391304348,0.5,0.43478260869565216,0.6666666666666666,0.2727272727272727,7,10,22,22,A,1,1,22,22
2014-15,2015-04-14,Quarter-finals,Atlético Madrid,Real Madrid,21,57,1.9523809523809523,0.6666666666666666,2.5964912280701755,0.8596491228070176,0.6666666666666666,0.7368421052631579,0.9,0.6071428571428571,10,12,28,35,D,1,1,28,35
2014-15,2015-04-14,Quarter-finals,Juventus,Monaco,24,8,1.5833333333333333,0.9166666666666666,0.875,0.5,0.4583333333333333,0.5,0.5833333333333334,0.5,13,9,27,28,H,1,1,27,28
2014-15,2015-04-15,Quarter-finals,Paris SG,Barcelona,28,55,2.0714285714285716,0.9642857142857143,2.2181818181818183,0.9090909090909091,0.6071428571428571,0.6363636363636364,0.7142857142857143,0.5185185185185185,8,15,35,28,A,1,1,35,28
2014-15,2015-04-15,Quarter-finals,Porto,Bayern Munich,28,54,1.5357142857142858,0.8928571428571429,2.2777777777777777,0.8888888888888888,0.4642857142857143,0.6851851851851852,0.5714285714285714,0.5925925925925926,11,10,36,35,H,1,1,36,35
2014-15,2015-04-21,Quarter-finals,Barcelona,Paris SG,56,29,2.232142857142857,0.9107142857142857,2.0344827586206895,1.0344827586206897,0.6428571428571429,0.5862068965517241,0.75,0.5,15,5,6,6,H,1,1,6,6
2014-15,2015-04-21,Quarter-finals,Bayern Munich,Porto,55,29,2.2545454545454544,0.9272727272727272,1.5862068965517242,0.896551724137931,0.6727272727272727,0.4827586206896552,0.7777777777777778,0.35714285714285715,7,11,6,6,H,1,1,6,6
2014-15,2015-04-22,Quarter-finals,Monaco,Juventus,9,25,0.7777777777777778,0.5555555555555556,1.56,0.88,0.4444444444444444,0.48,0.5,0.3333333333333333,9,13,8,8,D,1,1,8,8
2014-15,2015-04-22,Quarter-finals,Real Madrid,Atlético Madrid,58,22,2.5517241379310347,0.8448275862068966,1.8636363636363635,0.6363636363636364,0.7241379310344828,0.6363636363636364,0.8620689655172413,0.45454545454545453,10,8,8,8,H,1,1,8,8
2014-15,2015-05-05,Semi-finals,Juventus,Real Madrid,26,59,1.5,0.8461538461538461,2.5254237288135593,0.8305084745762712,0.46153846153846156,0.7288135593220338,0.6153846153846154,0.5862068965517241,11,10,13,13,H,1,1,13,13
2014-15,2015-05-06,Semi-finals,Barcelona,Bayern Munich,57,56,2.2280701754385963,0.8947368421052632,2.3214285714285716,0.9285714285714286,0.6491228070175439,0.6785714285714286,0.7586206896551724,0.5714285714285714,15,10,15,15,H,1,1,15,15
2014-15,2015-05-12,Semi-finals,Bayern Munich,Barcelona,57,58,2.280701754385965,0.9649122807017544,2.2413793103448274,0.8793103448275862,0.6666666666666666,0.6551724137931034,0.7857142857142857,0.5357142857142857,7,15,6,6,H,1,1,6,6
2014-15,2015-05-13,Semi-finals,Real Madrid,Juventus,60,27,2.5,0.85,1.5185185185185186,0.8518518518518519,0.7166666666666667,0.48148148148148145,0.8666666666666667,0.3076923076923077,7,13,8,8,D,1,1,8,8
2014-15,2015-06-06,Final,Juventus,Barcelona,28,59,1.5,0.8571428571428571,2.23728813559322,0.9152542372881356,0.4642857142857143,0.6440677966101694,0.6428571428571429,0.5172413793103449,11,12,24,25,A,1,1,24,25
2015-16,2015-09-15,Group stage,Benfica,FC Astana,34,0,1.0294117647058822,1.2058823529411764,0.0,0.0,0.35294117647058826,0.0,0.5294117647058824,0.0,5,0,280,-1,H,1,0,280,0
2015-16,2015-09-15,Group stage,Galatasaray,Atlético Madrid,24,23,1.125,2.0833333333333335,1.7826086956521738,0.6521739130434783,0.2916666666666667,0.6086956521739131,0.3333333333333333,0.4166666666666667,0,5,280,146,A,1,1,280,146
2015-16,2015-09-15,Group stage,Manchester City,Juventus,28,29,1.6071428571428572,1.5,1.4827586206896552,0.9310344827586207,0.35714285714285715,0.4482758620689655,0.35714285714285715,0.2857142857142857,6,8,181,101,A,1,1,181,101
2015-16,2015-09-15,Group stage,PSV,Manchester Utd,0,37,0.0,0.0,1.5675675675675675,0.8918918918918919,0.0,0.5405405405405406,0.0,0.47368421052631576,0,7,-1,524,H,0,1,0,365
2015-16,2015-09-15,Group stage,Paris SG,Malmö,30,6,1.9666666666666666,1.0666666666666667,0.6666666666666666,2.5,0.5666666666666667,0.16666666666666666,0.6666666666666666,0.0,2,3,147,280,H,1,1,147,280
2015-16,2015-09-15,Group stage,Real Madrid,Shakhtar D.,61,38,2.4754098360655736,0.8524590163934426,1.605263157894737,1.368421052631579,0.7049180327868853,0.39473684210526316,0.8387096774193549,0.3684210526315789,5,5,125,188,H,1,1,125,188
2015-16,2015-09-15,Group stage,Sevilla,Gladbach,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,-1,H,0,0,0,0
2015-16,2015-09-15,Group stage,Wolfsburg,CSKA Moscow,0,20,0.0,0.0,1.25,2.15,0.0,0.2,0.0,0.2,0,5,-1,279,H,0,1,0,279
2015-16,2015-09-16,Group stage,Chelsea,Maccabi Tel Aviv,49,0,1.9795918367346939,0.9183673469387755,0.0,0.0,0.5306122448979592,0.0,0.7083333333333334,0.0,9,0,189,-1,H,1,0,189,0
2015-16,2015-09-16,Group stage,Dinamo Zagreb,Arsenal,12,40,0.3333333333333333,3.0,1.775,1.275,0.0,0.55,0.0,0.45,1,10,1016,183,H,1,1,365,183
2015-16,2015-09-16,Group stage,Dynamo Kyiv,Porto,6,30,1.0,1.6666666666666667,1.5666666666666667,1.0666666666666667,0.16666666666666666,0.4666666666666667,0.3333333333333333,0.3333333333333333,5,8,1016,148,D,1,1,365,148
2015-16,2015-09-16,Group stage,Gent,Lyon,0,16,0.0,0.0,1.375,1.375,0.0,0.375,0.0,0.25,0,7,-1,1288,D,0,1,0,365
2015-16,2015-09-16,Group stage,Leverkusen,BATE Borisov,24,18,1.1666666666666667,1.625,0.7222222222222222,2.9444444444444446,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.1111111111111111,7,3,183,280,H,1,1,183,280
2015-16,2015-09-16,Group stage,Olympiacos,Bayern Munich,26,58,1.5,1.5,2.293103448275862,0.9827586206896551,0.5,0.6724137931034483,0.7692307692307693,0.5517241379310345,6,9,281,127,A,1,1,281,127
2015-16,2015-09-16,Group stage,Roma,Barcelona,14,60,1.4285714285714286,2.2142857142857144,2.25,0.9166666666666666,0.2857142857142857,0.65,0.42857142857142855,0.5333333333333333,2,12,280,102,D,1,1,280,102
2015-16,2015-09-16,Group stage,Valencia,Zenit,22,28,1.9545454545454546,1.0454545454545454,1.0357142857142858,1.3571428571428572,0.4090909090909091,0.32142857142857145,0.5454545454545454,0.2857142857142857,8,4,924,281,A,1,1,365,281
2015-16,2015-09-29,Group stage,Arsenal,Olympiacos,41,27,1.7560975609756098,1.2926829268292683,1.4444444444444444,1.5555555555555556,0.5365853658536586,0.48148148148148145,0.65,0.23076923076923078,9,6,13,13,A,1,1,13,13
2015-16,2015-09-29,Group stage,BATE Borisov,Roma,19,15,0.7368421052631579,3.0,1.4,2.1333333333333333,0.15789473684210525,0.26666666666666666,0.2222222222222222,0.14285714285714285,0,2,13,13,H,1,1,13,13
2015-16,2015-09-29,Group stage,Barcelona,Leverkusen,61,25,2.2295081967213113,0.9180327868852459,1.28,1.6,0.639344262295082,0.44,0.7666666666666667,0.16666666666666666,10,7,13,13,H,1,1,13,13
2015-16,2015-09-29,Group stage,Bayern Munich,Dinamo Zagreb,59,13,2.305084745762712,0.9661016949152542,0.46153846153846156,2.8461538461538463,0.6779661016949152,0.07692307692307693,0.7931034482758621,0.0,9,4,13,13,H,1,1,13,13
2015-16,2015-09-29,Group stage,Lyon,Valencia,17,23,1.3529411764705883,1.3529411764705883,1.9565217391304348,1.1304347826086956,0.35294117647058826,0.391304347826087,0.5,0.2727272727272727,8,5,13,13,A,1,1,13,13
2015-16,2015-09-29,Group stage,Maccabi Tel Aviv,Dynamo Kyiv,1,7,0.0,4.0,1.1428571428571428,1.7142857142857142,0.0,0.14285714285714285,0.0,0.0,0,3,13,13,A,1,1,13,13
2015-16,2015-09-29,Group stage,Porto,Chelsea,31,50,1.5806451612903225,1.096774193548387,2.02,0.9,0.45161290322580644,0.54,0.6,0.36,8,11,13,13,H,1,1,13,13
2015-16,2015-09-29,Group stage,Zenit,Gent,29,1,1.103448275862069,1.3793103448275863,1.0,1.0,0.3448275862068966,0.0,0.35714285714285715,0.0,6,1,13,13,H,1,1,13,13
2015-16,2015-09-30,Group stage,Atlético Madrid,Benfica,24,35,1.7916666666666667,0.625,1.0571428571428572,1.1714285714285715,0.625,0.37142857142857144,0.8181818181818182,0.17647058823529413,7,8,15,15,A,1,1,15,15
2015-16,2015-09-30,Group stage,CSKA Moscow,PSV,21,1,1.1904761904761905,2.0952380952380953,2.0,1.0,0.19047619047619047,1.0,0.2,0.0,5,3,15,15,H,1,1,15,15
2015-16,2015-09-30,Group stage,FC Astana,Galatasaray,1,25,0.0,2.0,1.08,2.08,0.0,0.28,0.0,0.25,0,0,15,15,D,1,1,15,15
2015-16,2015-09-30,Group stage,Gladbach,Manchester City,1,29,0.0,3.0,1.5862068965517242,1.5172413793103448,0.0,0.3448275862068966,0.0,0.35714285714285715,0,6,15,15,A,1,1,15,15
2015-16,2015-09-30,Group stage,Juventus,Sevilla,30,1,1.5,0.9333333333333333,3.0,0.0,0.4666666666666667,1.0,0.6,0.0,8,3,15,15,H,1,1,15,15
2015-16,2015-09-30,Group stage,Malmö,Real Madrid,7,62,0.5714285714285714,2.4285714285714284,2.5,0.8387096774193549,0.14285714285714285,0.7096774193548387,0.3333333333333333,0.5666666666666667,0,8,15,15,A,1,1,15,15
2015-16,2015-09-30,Group stage,Manchester Utd,Wolfsburg,38,1,1.5526315789473684,0.9210526315789473,1.0,0.0,0.5263157894736842,1.0,0.6111111111111112,0.0,4,3,15,15,H,1,1,15,15
2015-16,2015-09-30,Group stage,Shakhtar D.,Paris SG,39,31,1.564102564102564,1.435897435897436,1.967741935483871,1.032258064516129,0.38461538461538464,0.5806451612903226,0.42105263157894735,0.4666666666666667,2,5,15,15,A,1,1,15,15
2015-16,2015-10-20,Group stage,Arsenal,Bayern Munich,42,60,1.7619047619047619,1.3333333333333333,2.35,0.95,0.5238095238095238,0.6833333333333333,0.6190476190476191,0.5666666666666667,6,12,21,21,H,1,1,21,21
2015-16,2015-10-20,Group stage,BATE Borisov,Barcelona,20,62,0.85,2.95,2.225806451612903,0.9193548387096774,0.2,0.6451612903225806,0.3,0.5161290322580645,3,10,21,21,A,1,1,21,21
2015-16,2015-10-20,Group stage,Dinamo Zagreb,Olympiacos,14,28,0.42857142857142855,3.0,1.5,1.5714285714285714,0.07142857142857142,0.5,0.14285714285714285,0.2857142857142857,4,6,21,21,A,1,1,21,21
2015-16,2015-10-20,Group stage,Dynamo Kyiv,Chelsea,8,51,1.25,1.5,2.0,0.9215686274509803,0.25,0.5294117647058824,0.25,0.34615384615384615,6,8,21,21,D,1,1,21,21
2015-16,2015-10-20,Group stage,Leverkusen,Roma,26,16,1.2692307692307692,1.6153846153846154,1.4375,2.1875,0.4230769230769231,0.25,0.6923076923076923,0.125,7,2,21,21,D,1,1,21,21
2015-16,2015-10-20,Group stage,Porto,Maccabi Tel Aviv,32,2,1.59375,1.09375,0.0,3.0,0.46875,0.0,0.625,0.0,10,0,21,21,H,1,1,21,21
2015-16,2015-10-20,Group stage,Valencia,Gent,24,2,1.9166666666666667,1.0833333333333333,1.0,1.5,0.4166666666666667,0.0,0.5,0.0,7,1,21,21,H,1,1,21,21
2015-16,2015-10-20,Group stage,Zenit,Lyon,30,18,1.1333333333333333,1.3666666666666667,1.2777777777777777,1.3333333333333333,0.36666666666666664,0.3333333333333333,0.4,0.2222222222222222,9,7,21,21,H,1,1,21,21
2015-16,2015-10-21,Group stage,Atlético Madrid,FC Astana,25,2,1.76,0.68,1.0,2.0,0.6,0.0,0.75,0.0,7,1,21,21,H,1,1,21,21
2015-16,2015-10-21,Group stage,CSKA Moscow,Manchester Utd,22,39,1.2727272727272727,2.090909090909091,1.564102564102564,0.9230769230769231,0.22727272727272727,0.5384615384615384,0.2727272727272727,0.45,7,7,21,21,D,1,1,21,21
2015-16,2015-10-21,Group stage,Galatasaray,Benfica,26,36,1.1153846153846154,2.076923076923077,1.0833333333333333,1.1666666666666667,0.2692307692307692,0.3888888888888889,0.3076923076923077,0.2222222222222222,1,10,21,21,H,1,1,21,21
2015-16,2015-10-21,Group stage,Juventus,Gladbach,31,2,1.5161290322580645,0.9032258064516129,0.5,2.5,0.4838709677419355,0.0,0.625,0.0,10,0,21,21,D,1,1,21,21
2015-16,2015-10-21,Group stage,Malmö,Shakhtar D.,8,40,0.5,2.375,1.525,1.475,0.125,0.375,0.25,0.35,0,2,21,21,H,1,1,21,21
2015-16,2015-10-21,Group stage,Manchester City,Sevilla,30,2,1.6,1.5,1.5,1.0,0.36666666666666664,0.5,0.3333333333333333,0.0,6,3,21,21,H,1,1,21,21
2015-16,2015-10-21,Group stage,Paris SG,Real Madrid,32,63,2.0,1.0,2.492063492063492,0.8253968253968254,0.59375,0.7142857142857143,0.6875,0.5806451612903226,7,10,21,21,D,1,1,21,21
2015-16,2015-10-21,Group stage,Wolfsburg,PSV,2,2,1.0,1.0,2.0,2.0,0.5,0.5,1.0,0.0,3,3,21,21,H,1,1,21,21
2015-16,2015-11-03,Group stage,Benfica,Galatasaray,37,27,1.0810810810810811,1.1891891891891893,1.1481481481481481,2.037037037037037,0.3783783783783784,0.2962962962962963,0.5555555555555556,0.23076923076923078,7,4,13,13,H,1,1,13,13
2015-16,2015-11-03,Group stage,FC Astana,Atlético Madrid,3,26,0.6666666666666666,2.6666666666666665,1.8461538461538463,0.6538461538461539,0.0,0.6153846153846154,0.0,0.46153846153846156,1,7,13,13,D,1,1,13,13
2015-16,2015-11-03,Group stage,Gladbach,Juventus,3,32,0.3333333333333333,1.6666666666666667,1.46875,0.875,0.0,0.46875,0.0,0.3333333333333333,1,8,13,13,D,1,1,13,13
2015-16,2015-11-03,Group stage,Manchester Utd,CSKA Moscow,40,23,1.55,0.925,1.2608695652173914,2.0434782608695654,0.525,0.21739130434782608,0.631578947368421,0.18181818181818182,5,5,13,13,H,1,1,13,13
2015-16,2015-11-03,Group stage,PSV,Wolfsburg,3,3,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,3,6,13,13,H,1,1,13,13
2015-16,2015-11-03,Group stage,Real Madrid,Paris SG,64,33,2.453125,0.8125,1.9393939393939394,0.9696969696969697,0.703125,0.5757575757575758,0.84375,0.5,8,7,13,13,H,1,1,13,13
2015-16,2015-11-03,Group stage,Sevilla,Manchester City,3,31,1.3333333333333333,1.3333333333333333,1.6129032258064515,1.4838709677419355,0.3333333333333333,0.3870967741935484,1.0,0.4,3,6,13,13,A,1,1,13,13
2015-16,2015-11-03,Group stage,Shakhtar D.,Malmö,41,9,1.4878048780487805,1.4634146341463414,0.5555555555555556,2.111111111111111,0.36585365853658536,0.2222222222222222,0.4,0.0,1,3,13,13,H,1,1,13,13
2015-16,2015-11-04,Group stage,Barcelona,BATE Borisov,63,21,2.2222222222222223,0.9047619047619048,0.8095238095238095,2.9047619047619047,0.6507936507936508,0.19047619047619047,0.7741935483870968,0.1,10,3,15,15,H,1,1,15,15
2015-16,2015-11-04,Group stage,Bayern Munich,Arsenal,61,43,2.3114754098360657,0.9672131147540983,1.7674418604651163,1.302325581395349,0.6721311475409836,0.5348837209302325,0.8,0.42857142857142855,9,6,15,15,H,1,1,15,15
2015-16,2015-11-04,Group stage,Chelsea,Dynamo Kyiv,52,9,1.9615384615384615,0.9038461538461539,1.1111111111111112,1.3333333333333333,0.5192307692307693,0.2222222222222222,0.72,0.25,6,6,15,15,H,1,1,15,15
2015-16,2015-11-04,Group stage,Gent,Valencia,3,25,1.0,1.6666666666666667,1.92,1.08,0.0,0.44,0.0,0.3333333333333333,1,7,15,15,H,1,1,15,15
2015-16,2015-11-04,Group stage,Lyon,Zenit,19,31,1.263157894736842,1.4210526315789473,1.1935483870967742,1.3548387096774193,0.3157894736842105,0.3870967741935484,0.4444444444444444,0.3333333333333333,4,12,15,15,A,1,1,15,15
2015-16,2015-11-04,Group stage,Maccabi Tel Aviv,Porto,3,33,0.0,2.6666666666666665,1.606060606060606,1.0606060606060606,0.0,0.48484848484848486,0.0,0.3125,0,10,15,15,A,1,1,15,15
2015-16,2015-11-04,Group stage,Olympiacos,Dinamo Zagreb,29,15,1.4827586206896552,1.5172413793103448,0.4,2.8666666666666667,0.5172413793103449,0.06666666666666667,0.7142857142857143,0.0,9,4,15,15,H,1,1,15,15
2015-16,2015-11-04,Group stage,Roma,Leverkusen,17,27,1.588235294117647,2.2941176470588234,1.3703703703703705,1.7037037037037037,0.23529411764705882,0.4074074074074074,0.375,0.15384615384615385,3,7,15,15,H,1,1,15,15
